code_aliment;nom_fr;nom_scientifique;groupe;sous_groupe;sous_sous_groupe;energie_kcal_100g;eau_g;proteines_g;glucides_g;sucres_g;fibres_g;lipides_g;ag_satures_g;ag_monoinsatures_g;ag_polyinsatures_g;omega3_ala_g;sel_g;calcium_mg;fer_mg;magnesium_mg;zinc_mg;phosphore_mg;potassium_mg;vitamine_C_mg;beta_carotene_ug;vitamine_D_ug;vitamine_B12_ug;folates_B9_ug;vitamine_B1_mg;vitamine_B2_mg;vitamine_B6_mg;vitamine_E_mg
31101;"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux";;produits sucrés;barres céréalières;-;382;8,45;6,13;73,3;30,4;4,13;6,53;3,5;0,42;0,67;-;0,75;511;8,05;20;0,85;85;140;50;-;traces;1,47;169;1,07;1,25;1,45;2,8
31102;"Barre céréalière ""équilibre"" au chocolat, enrichie en vitamines et minéraux";;produits sucrés;barres céréalières;-;407;4,48;5,99;70,3;32,3;3,7;10,9;6,65;1,16;0,92;-;0,7;607;6,94;35;1;105;180;56,7;0;1,1;1,01;140;0,91;1,07;1,26;10
31104;Barre céréalière diététique hypocalorique;;produits sucrés;barres céréalières;-;391;6,84;5,9;71;8,5;5,8;11,2;9,6;0,73;0,2;-;0,75;281;6,55;95,1;5,54;354;763;22,4;-;2,3;0,65;73;0,55;0,73;0,79;4,04
31106;Barre céréalière au chocolat;;produits sucrés;barres céréalières;-;451;2,54;6,55;73;32,9;4,5;14,9;7,37;3,45;0,98;0,1;0,51;260;3,1;45;1;280;217;< 0,5;11;0,62;0,2;74;0,58;0,56;0,81;-
31113;Barre céréalière aux fruits;;produits sucrés;barres céréalières;-;379;8,68;5,49;74,1;29,6;3,8;7,07;3,44;1,57;2,06;0,14;0,63;84;2,18;91;1,6;241;392;0;-;traces;0,24;30;0,19;0,19;0,12;2,5
31114;Barre céréalière aux amandes ou noisettes;;produits sucrés;barres céréalières;-;444;6,5;8,69;60,6;20,4;4,6;18,2;4,03;10,4;2,87;0,12;0,45;37;1,7;73;1,4;190;240;< 0,5;8,59;< 0,25;0,7;25,4;0,11;0,015;0,074;-
31115;Barre céréalière au chocolat et aux fruits;;produits sucrés;barres céréalières;-;419;-;5,7;70,4;34,8;4,04;11,8;7,45;3,64;0,74;0,029;0,56;-;-;-;-;-;-;41,2;-;-;0,43;99,5;0,6;0,75;0,9;-
19688;Baba au rhum, rayon frais;;produits sucrés;gâteaux et pâtisseries;-;174;64,3;2,8;28,3;28,3;0,76;2,35;1,8;0,45;0,1;0,0078;0,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23000;Gâteau (aliment moyen);;produits sucrés;gâteaux et pâtisseries;-;410;20;5,49;51,8;29,3;2,38;19,6;5,13;9,52;3,58;0,81;0,72;33,9;2,02;20,4;0,53;139;183;0,53;37,8;0,21;0,21;-;0,048;0,097;0,024;-
23001;Cheesecake, préemballé;;produits sucrés;gâteaux et pâtisseries;-;337;39,2;5,44;34,1;21,3;0,7;19,7;11,4;4,69;1,09;0,15;0,44;55;0,34;12;0,41;84;110;< 0,5;53,4;< 0,25;0,2;12;0,059;0,14;0,031;-
23005;Gâteau Paris-Brest (pâte à choux crème mousseline praliné);;produits sucrés;gâteaux et pâtisseries;-;327;40,6;5,42;29,1;18,6;1,1;20,5;12,5;6,45;1,47;0,14;0,29;73;0,66;23;0,54;110;160;-;106;< 0,25;0,39;67,6;< 0,015;0,22;0,018;-
23006;Forêt noire, pâtisserie type génoise au chocolat et crème multi-couches, avec ou sans cerises;;produits sucrés;gâteaux et pâtisseries;-;317;38,3;3,66;39,1;26,4;1,85;14,8;9,71;4,57;0,55;0,067;0,17;53;2,7;32;0,59;98;190;< 0,5;55,2;< 0,25;0,23;48,2;0,026;0,075;0,013;-
23007;Gâteau mousse de fruits sur génoise, type miroir, bavarois;;produits sucrés;gâteaux et pâtisseries;-;265;53,3;2,79;30,8;24,3;< 1;14,5;8,89;3,4;-;0,072;0,16;42,3;0,8;10,5;0,4;57;97;3,1;36;< 0,5;0,2;26,3;< 0,04;0,15;0,045;0,7
23008;Entremets type Opéra;;produits sucrés;gâteaux et pâtisseries;-;392;30,1;5,19;37,6;33,3;2,3;24;13,4;7,19;2,31;0,1;0,11;42;3,2;44;0,76;110;240;< 0,5;66,7;< 0,25;0,21;7,09;0,053;0,099;0,19;-
23009;Fraisier ou framboisier;;produits sucrés;gâteaux et pâtisseries;-;221;-;2,6;25;21;1,5;12;7,5;3,72;0,78;0,056;0,14;57,1;< 1;16,9;< 1;76;105;4,3;< 50;< 0,2;0,45;78,1;< 0,05;0,47;0,05;-
23021;Baba au rhum, artisanal;;produits sucrés;gâteaux et pâtisseries;-;-;50,1;2,25;36,3;29,9;0,8;9,9;6,42;2,42;0,33;0,05;0,22;24;0,7;6,7;0,23;41;60;0,82;34,1;< 0,25;0,14;6,37;< 0,015;0,1;0,016;-
23022;Canelé;;produits sucrés;gâteaux et pâtisseries;-;298;26,3;5;61;41,2;2,6;3,2;2,11;0,77;0,32;0,035;0,1;56,9;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23023;Kouign amann, préemballé;;produits sucrés;gâteaux et pâtisseries;-;489;-;3,64;53,2;27,8;1,45;28,8;19,9;-;-;-;0,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23024;Macaron moelleux fourré à la confiture ou à la crème;;produits sucrés;gâteaux et pâtisseries;-;448;10,8;11;56,5;51,3;2,9;19;2,5;-;-;-;0,16;81;1,5;79,1;0,9;111;290;2,1;80;-;-;-;< 0,04;0,3;0,13;5,2
23030;Bûche de Noël pâtissière;;produits sucrés;gâteaux et pâtisseries;-;363;33,7;4,25;39,8;31,8;1;20,4;11,1;5,46;1,11;0,11;0,24;32,3;2,7;21,3;0,51;96,7;141;< 2;49;< 0,6;0,13;-;0,02;0,12;0,05;-
23032;Brownie au chocolat, préemballé;;produits sucrés;gâteaux et pâtisseries;-;458;12,8;5,94;50,6;35,1;3,4;25,4;7,32;12,3;4,47;1,12;0,35;42;5;47;0,9;140;330;< 0,5;8,84;< 0,25;0,28;10,8;0,044;0,071;0,051;-
23033;Rocher coco ou congolais (petit gâteau à la noix de coco), préemballé;;produits sucrés;gâteaux et pâtisseries;-;459;-;3,98;56,1;49,3;5,62;23;19,7;0,89;0,16;0;0,15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23080;Quatre-quarts (beurre, oeufs, sucre, farine), artisanal;;produits sucrés;gâteaux et pâtisseries;-;440;20,5;5,94;46;26,8;1,1;25,6;15,8;6,58;1,13;0,15;0,52;23;0,68;9,4;0,52;160;94;48;112;< 0,25;0,24;23,4;0,026;0,16;0,021;-
23081;Quatre-quarts (beurre, oeufs, sucre, farine), préemballé;;produits sucrés;gâteaux et pâtisseries;-;434;19,4;5,94;48,2;26,4;1,1;23,9;15,2;5,88;1,03;0,13;1,07;19;0,74;10;0,51;190;92;< 0,5;139;< 0,25;0,31;9,28;0,039;0,096;0,016;-
23082;Barre pâtissière, préemballée;;produits sucrés;gâteaux et pâtisseries;-;378;21,8;5,38;54,7;26,8;1,4;14,9;1,59;8,8;3,68;0,94;1,28;15;0,52;10;0,37;190;140;< 0,5;51,6;< 0,25;0,16;10,1;0,035;0,039;0,015;-
23103;Gâteau moelleux au citron, préemballé;;produits sucrés;gâteaux et pâtisseries;-;411;17,1;6,81;49,6;30,5;1;20,4;7,93;7,52;3,65;0,38;0,43;-;0,4;-;-;-;170;-;-;-;-;-;-;-;-;-
23120;Gâteau breton fourré à la crème de pruneaux, préemballé;;produits sucrés;gâteaux et pâtisseries;-;453;-;5,17;59,3;37,7;1,5;21,3;12,7;-;-;-;0,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23121;Far breton aux pruneaux;;produits sucrés;gâteaux et pâtisseries;-;229;50;5,13;32;21,5;3,4;8;4,79;2,16;0,46;0,06;0,23;71;0,45;16;0,45;85;230;< 0,5;33,1;< 0,25;0,3;34,5;0,031;0,19;0,042;-
23122;Kouign Amann, artisanal;;produits sucrés;gâteaux et pâtisseries;-;449;17;5,81;48,7;20,5;2,2;25,1;16,7;5,78;0,81;0,15;0,85;20;0,49;11;0,43;59;86;< 0,5;50;< 0,25;0,056;47;0,05;< 0,01;0,027;-
23200;Pain d'épices, préemballé;;produits sucrés;gâteaux et pâtisseries;-;318;20,4;3,14;71,8;40,8;3,78;1,15;0,24;0,55;0,28;0,06;0,62;4;1,1;14,3;0,5;88;91,9;< 0,5;2;-;-;-;0,05;< 0,04;0,16;0,57
23220;Pain d'épices fourré aux fruits ou nonnette, préemballé;;produits sucrés;gâteaux et pâtisseries;-;338;17,4;3,85;75;45,4;1,74;2,15;0,35;-;-;-;0,47;-;-;-;-;14,5;77;-;-;-;-;-;-;-;-;-
23300;Baklava ou baklawa (pâtisserie orientale aux amandes et sirop);;produits sucrés;gâteaux et pâtisseries;-;459;13,5;10,4;49,2;39,6;< 1;24,5;4,7;13,9;5,34;0,077;0,075;98,3;1,5;95;1,12;125;255;0,4;26;0,18;0,02;24;0,062;0,3;0,18;6,55
23301;Corne de gazelle (pâtisserie orientale aux amandes en forme de croissant recouverte de sucre glace);;produits sucrés;gâteaux et pâtisseries;-;474;8,22;8,55;60,2;32;< 1;22,1;7,78;9,88;3,94;0,22;0,15;68,2;1;44,9;0,7;70;165;-;-;-;-;37;0,096;0,19;0,14;-
23455;Chou à la crème, sans précision (chantilly ou pâtissière);;produits sucrés;gâteaux et pâtisseries;-;325;46,4;4,5;25,1;16,7;< 0,5;22,9;14,5;5,94;0,92;0,1;0,28;31;0,7;-;0,1;66;360;0;88;-;-;8;0,02;0,07;0,03;1,25
23456;Chou à la crème chantilly, Saint-honoré;;produits sucrés;gâteaux et pâtisseries;-;337;44,3;4,63;22,9;8,9;1;25;13,6;5,82;1,07;0,12;0,37;71,6;< 1;9,2;< 1;75;108;-;< 50;< 0,2;0,65;50,8;< 0,05;0,08;< 0,05;-
23457;Chou à la crème pâtissière;;produits sucrés;gâteaux et pâtisseries;-;225;51,7;4,31;34,9;10,7;1;7,3;3,38;1,98;0,54;0,051;0,25;71,6;< 1;10;< 1;76;99,5;-;< 50;< 0,2;0,57;51,2;< 0,05;0,05;< 0,05;-
23477;Éclair;;produits sucrés;gâteaux et pâtisseries;-;264;48,8;5,78;31,6;18,9;3,9;11,8;6,11;4,59;1,1;0,037;0,23;68,4;1,16;11;0,48;90;117;0,15;117;0,63;0,34;11;0,088;0,19;0,045;-
23479;Tarte aux fruits et crème pâtissière;;produits sucrés;gâteaux et pâtisseries;-;205;56,8;2,94;30;18,7;1,3;7,7;4,8;1,96;0,44;0,06;0,26;42;0,43;11;0,25;56;150;5,42;129;< 0,5;0,091;20,6;0,053;0,33;0,015;-
23481;Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados), artisanale;;produits sucrés;gâteaux et pâtisseries;-;313;38,6;4,44;38,7;25,8;2,5;15;8,37;4,53;1,07;0,08;0,23;39;0,57;16;0,39;75;180;7,05;68,9;< 0,5;0,16;22,4;0,028;0,063;0,022;-
23485;Tarte au citron;;produits sucrés;gâteaux et pâtisseries;-;319;34,1;5,56;43,1;34,1;0,97;13,6;7,65;4,12;1,01;0,083;0,3;25,2;1,2;9,7;< 1;67;95,8;13,4;< 50;< 0,2;0,35;39,9;< 0,05;0,12;0,05;-
23490;Tarte ou tartelette aux pommes;;produits sucrés;gâteaux et pâtisseries;-;227;50,4;2,52;32,7;20,7;3,3;8,79;4,66;3,53;0,6;0,05;0,31;4,5;0,55;11;0,2;36;149;5;36;< 0,5;< 0,08;< 16;< 0,04;< 0,04;0,14;0,7
23491;Tarte aux fraises, artisanale;;produits sucrés;gâteaux et pâtisseries;-;318;46,9;3,19;31;12,9;1,5;19,8;9,04;5,17;1,51;0,13;0,14;53,6;0,51;18;< 1;70;146;5,1;< 50;< 0,2;0,39;28,9;< 0,05;0,11;0,05;-
23493;Crumble aux pommes, préemballé;;produits sucrés;gâteaux et pâtisseries;-;226;52,4;1,71;35,4;19;1,9;8,17;5,43;2,14;0,37;0,05;0,11;8,6;0,3;7,47;0,2;32;75,6;55,8;37;< 0,5;< 0,08;< 16;0,051;< 0,04;0,07;-
23494;Tarte aux abricots;;produits sucrés;gâteaux et pâtisseries;-;285;41,5;3,18;41;17,5;5,9;10,7;6,43;2,67;-;0,02;0,22;25;6;-;-;-;-;-;-;-;-;-;-;-;-;-
23495;Tarte aux fruits rouges;;produits sucrés;gâteaux et pâtisseries;-;231;49,1;3,5;36,5;20,8;4,5;6,87;3,85;1,9;0,59;0,094;0,21;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-
23496;Tarte tatin aux pommes;;produits sucrés;gâteaux et pâtisseries;-;245;50;1,76;38,1;28,5;1,25;9,25;5,79;2,09;0,66;0,07;0,15;9,4;0,33;6,7;0,19;41;100;< 0,5;54,6;< 0,5;0,051;10;0,03;< 0,01;0,023;-
23497;Tarte au chocolat, fabrication artisanale;;produits sucrés;gâteaux et pâtisseries;-;469;18,6;5,94;40,9;22,7;2,9;30,7;18,9;6,87;2,64;0,12;0,19;53;4,7;47;0,79;120;230;0;67,9;< 0,25;0,32;80;0,064;0,59;0,09;-
23498;Tarte ou tartelette aux fruits (aliment moyen);;produits sucrés;gâteaux et pâtisseries;-;245;48,9;3,18;34,1;21,6;2,4;9,99;5,52;3,23;0,7;0,061;0,26;22,7;0,87;11,9;0,28;50,5;140;5,79;63,8;< 0,43;0,12;22,8;0,032;0,13;0,074;-
23525;Flan pâtissier aux oeufs ou à la parisienne;;produits sucrés;gâteaux et pâtisseries;-;211;54,6;3,97;33,2;17,5;0,48;6,85;4,08;2,38;0,39;0,061;0,2;72;0,35;9;0,39;73;120;< 0,5;118;< 0,25;0,13;33,8;0,027;0,59;0,02;-
23531;Charlotte aux fruits;;produits sucrés;gâteaux et pâtisseries;-;200;55,7;5,16;28,2;21,7;2,8;6,64;3,34;2,11;0,83;0,056;0,038;37,6;0,75;18,7;0,47;41;138;8,15;15;0,2;0,15;23;< 0,04;0,13;0,05;-
23540;Gâteau moka ou gâteau au café;;produits sucrés;gâteaux et pâtisseries;-;386;20,9;4,1;23;17;0,4;30,8;11;-;-;-;0,19;41,7;-;27,2;0,7;-;194;-;-;-;-;-;-;-;-;-
23585;Gâteau au chocolat, préemballé;;produits sucrés;gâteaux et pâtisseries;-;445;17,4;5,88;51;28,6;3,7;24;5,71;13,2;4,73;1,16;0,42;38,9;4,5;33;0,71;97;233;< 2;< 30;traces;0,18;-;0,05;0,13;< 0,03;-
23586;Gâteau au chocolat type fondant ou mi-cuit, préemballé;;produits sucrés;gâteaux et pâtisseries;-;467;16,7;6;43;34,1;1,85;29,7;6,22;13,7;6,03;0,085;0,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23588;Gâteau ou cake au yaourt, préemballé;;produits sucrés;gâteaux et pâtisseries;-;409;-;5,88;52;27,7;2,7;19,1;2,23;-;-;-;0,89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23594;Gâteau moelleux nature type génoise, préemballé;;produits sucrés;gâteaux et pâtisseries;-;378;20,4;6,7;57,6;30,5;0,8;13,2;2,3;-;-;-;0,76;31,4;-;9,5;0,7;-;141;-;-;-;-;-;-;-;-;-
23680;Galette des rois feuilletée, fourrée à la pomme;;produits sucrés;gâteaux et pâtisseries;-;289;-;3,4;29,1;10,2;2;17,2;11,6;-;-;-;0,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23684;Galette des rois feuilletée, fourrée frangipane, et Pithiviers;;produits sucrés;gâteaux et pâtisseries;-;438;21,9;7,6;33,4;12,3;2;30;14;8,99;1,75;0,1;0,7;58,7;1,1;38,1;< 1;113;169;1,3;-;-;0,56;28;0,06;0,1;< 0,05;-
23799;Crêpe, nature, préemballée, rayon frais;;produits sucrés;gâteaux et pâtisseries;-;257;42;6,31;41,6;19,1;2,2;6,8;3,6;1,6;1,59;0,1;0,52;75;0,56;14;0,52;120;140;< 0,5;7,04;< 0,5;0,41;17;0,081;0,16;0,03;-
23800;Crêpe, nature, préemballée, rayon température ambiante;;produits sucrés;gâteaux et pâtisseries;-;389;15,6;7,65;59,9;28,8;1,61;12,8;6,48;4,86;1,49;0,29;1,77;63;0,8;17,7;0,7;87;162;< 1;14;< 0,5;0,14;33;0,1;0,15;0,055;-
23801;Galette de sarrasin, nature, souple (à garnir) préemballée;;produits sucrés;gâteaux et pâtisseries;-;161;59;5,32;30,5;traces;< 1;1,74;0,51;0,55;0,68;0,035;1,36;21,6;1,8;86,9;1,6;62,5;188;0;-;< 0,5;0,13;34,9;0,25;0,046;0,25;0,28
23802;Gâteau basque à la crème pâtissière;;produits sucrés;gâteaux et pâtisseries;-;340;29,9;3,75;51,5;28,1;1;13;7,55;2,66;0,52;0,07;0,47;27;0,44;11;0,28;110;100;< 0,5;48,5;< 0,25;0,1;19,5;0,034;0,094;0,027;-
23803;Gâteau basque aux cerises;;produits sucrés;gâteaux et pâtisseries;-;395;-;4,3;63,3;42;1,4;13,5;9,1;-;-;-;0,43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23804;Crêpe fourrée au chocolat et aux billes de céréales croustillantes, préemballée;;produits sucrés;gâteaux et pâtisseries;-;448;-;6,81;58,3;35;2,52;20,3;7,39;-;-;-;0,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23815;Crêpe fourrée au sucre, préemballée;;produits sucrés;gâteaux et pâtisseries;-;406;-;6,62;58,7;31;1,04;15,8;9,38;1,39;0,7;0,05;1,44;82,5;-;17,4;0,58;-;-;-;-;-;-;-;-;-;-;-
23820;Crêpe fourrée à la confiture, faite maison;;produits sucrés;gâteaux et pâtisseries;-;296;30,6;6,51;54;19,4;1;5,74;3,36;1,55;0,53;-;0,89;49,8;0,77;12,2;0,43;144;126;4,62;86,8;0,11;0,15;29,5;0,14;0,2;0,041;0,26
23821;Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, faite maison;;produits sucrés;gâteaux et pâtisseries;-;388;17,8;7,76;54,3;20,4;2,22;15,1;6,06;5,34;1,34;-;0,61;72,6;2,43;35,7;0,76;190;223;0,25;78,2;0,49;0,19;31,7;0,16;0,25;0,056;1,38
23827;Pancake (petite crêpe épaisse), sucrée, préemballée;;produits sucrés;gâteaux et pâtisseries;-;358;28,3;5,5;45,3;25,6;2,2;16,6;2,11;9,34;4,16;1,19;1,37;52,1;0,54;11,2;< 0,5;218;125;< 2;< 30;traces;< 0,1;5,1;< 0,079;< 0,1;< 0,03;-
23828;Pancake (petite crêpe épaisse), fourrée à la pâte à tartiner chocolat noisette, préemballée;;produits sucrés;gâteaux et pâtisseries;-;331;-;6,83;50,1;28,1;2,2;11;2,13;-;-;-;0,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23829;Crêpe fourrée au chocolat, préemballée;;produits sucrés;gâteaux et pâtisseries;-;439;9;6,83;58,6;39,1;2,43;19,1;5,73;6,93;6,48;0,16;0,95;71;2,9;36;0,84;120;240;< 0,5;14,7;< 0,25;0,34;13,9;0,066;0,11;0,026;-
23830;Crêpe fourrée fraise, préemballée;;produits sucrés;gâteaux et pâtisseries;-;351;-;4,96;64,3;39,9;1,5;7,91;3,93;-;-;-;1,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23849;Gaufre fine fourrée au miel, au caramel ou à la vergeoise, préemballée;;produits sucrés;gâteaux et pâtisseries;-;455;7;4,56;67;37;1,9;18,3;8;6,3;3,04;0,1;0,77;17;0,91;24;0,51;91;130;< 0,5;14,7;< 0,25;0,021;10;0,026;< 0,01;0,023;-
23850;Gaufre bruxelloise ou liégeoise nature, artisanale;;produits sucrés;gâteaux et pâtisseries;-;301;38,9;8;36,1;4,8;1,9;13,4;5,12;5,37;2,1;0,4;0,99;48;0,89;18;0,64;190;160;< 0,5;-;0,61;0,37;30,4;0,11;0,083;< 0,01;-
23851;Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée;;produits sucrés;gâteaux et pâtisseries;-;455;14,1;6,19;52,1;26,9;2,4;24,1;10,5;9,17;3,21;0,33;0,75;29;1;17;0,59;91,9;128;< 2;< 30;traces;0,19;-;0,09;0,1;< 0,03;-
23852;Gaufre moelleuse (type bruxelloise ou liégeoise), au chocolat, préemballée;;produits sucrés;gâteaux et pâtisseries;-;460;-;5,59;54,4;27,7;2,36;23,9;12;-;-;-;0,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23853;Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée;;produits sucrés;gâteaux et pâtisseries;-;477;-;6,22;67,6;33,1;1,78;19,7;12,6;5,55;1,55;0,1;0,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23880;Beignet ou donut rond moelleux, sans fourrage, saupoudré de sucre;;produits sucrés;gâteaux et pâtisseries;-;404;26;7,25;39,4;10,7;2;23,7;9,46;9,42;3,71;0,21;1,11;24;0,68;18;0,62;140;93;0;55,5;< 0,25;0,089;30,4;0,14;< 0,01;0,043;-
23881;Beignet ou donut fourré aux fruits (fourrage type confiture), préemballé;;produits sucrés;gâteaux et pâtisseries;-;391;27,4;5,1;49,5;19;0,9;19;3,1;10,2;2,38;-;0,9;30,8;1,76;12,7;0,53;85;79;0;8;0;0,22;17;0,31;0,14;0,1;-
23885;Beignet ou donut fourré ou nappé goût chocolat ou chocolat noisette, préemballé;;produits sucrés;gâteaux et pâtisseries;-;407;20,3;5,3;48;20;2,6;21;4,2;9,47;5,55;0,75;0,83;80;2;32;0,83;110;180;< 0,5;49,5;< 0,25;0,28;24,5;0,15;0,075;0,048;-
23900;Pâtisserie (aliment moyen);;produits sucrés;gâteaux et pâtisseries;-;279;44,1;4,14;35,5;21,2;1,98;12,9;6,8;3,91;0,91;0,07;0,27;38,9;0,89;17,4;0,39;66,1;140;8,97;64;0,23;0,2;26,7;0,042;0,18;0,065;-
23909;Cake aux fruits (confits et/ou raisins secs), préemballé;;produits sucrés;gâteaux et pâtisseries;-;360;23,5;4,19;55,2;35,8;2,1;12,6;1,6;7,15;3,18;0,9;0,59;42;0,84;13;0,38;92;190;< 0,5;< 5;1,27;0,21;< 5;0,038;0,05;0,042;-
23925;Gâteau marbré au chocolat, préemballé;;produits sucrés;gâteaux et pâtisseries;-;438;17,5;5,68;50,5;27,2;1,83;23,2;4,65;11,1;4,26;1,01;0,67;30;1,7;19;0,56;160;160;< 0,5;80,1;< 0,25;0,24;73,6;0,038;0,085;0,031;-
23935;Gâteau moelleux nature, préemballé;;produits sucrés;gâteaux et pâtisseries;-;438;-;5,42;53,1;27,3;1,23;22,4;4,41;-;-;-;0,76;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23937;Gâteau moelleux aux fruits, préemballé;;produits sucrés;gâteaux et pâtisseries;-;382;-;3;69;52;2;10;6;2,15;-;-;0,13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23939;Gâteau moelleux fourré au chocolat, type mini-cake, mini-roulé, ourson…, préemballé;;produits sucrés;gâteaux et pâtisseries;-;414;16,3;5,44;55,4;30,4;3,2;18,2;4,21;9,41;3,57;0,87;0,56;47,8;3,5;32,8;0,74;191;358;< 2;< 30;traces;0,13;-;0,08;0,14;< 0,03;-
23941;Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, préemballé;;produits sucrés;gâteaux et pâtisseries;-;374;19;4,63;57,7;33,9;4,5;12,8;2,35;5,85;2,65;0,63;0,61;28,8;0,75;12,5;< 0,5;170;195;< 2;< 30;traces;0,14;-;0,05;0,13;< 0,03;-
23943;Gâteau moelleux aux pépites de chocolat, type mini-cake, préemballé;;produits sucrés;gâteaux et pâtisseries;-;442;15,7;5,38;50,2;28,7;3,7;23,6;8,45;10,4;3,14;0,48;0,82;25,4;5,7;33,7;0,69;192;187;< 2;< 30;traces;0,16;-;0,07;0,03;< 0,03;-
23944;Gâteau moelleux fourré au chocolat et enrobé ou nappé de chocolat, préemballé;;produits sucrés;gâteaux et pâtisseries;-;440;15,3;5;53,8;31,3;2,7;21,8;8,8;8,31;2,02;0,063;0,31;51,2;2,7;32,8;0,62;106;299;< 2;< 30;traces;0,15;-;0,09;0,14;< 0,03;-
23945;Gâteau moelleux fourré au chocolat et au lait, enrobé de chocolat, préemballé;;produits sucrés;gâteaux et pâtisseries;-;446;-;5,81;52,9;35,3;1,58;23,1;16,3;-;-;-;0,35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
23951;Muffin, aux fruits (myrtilles et autres), préemballé;;produits sucrés;gâteaux et pâtisseries;-;397;25;4,81;49,1;31,7;1,34;19,9;5,22;4,82;8,1;1,02;0,92;44;1,3;10;0,37;146;121;0,9;2;0,1;0,16;12;0,17;0,16;0,04;-
23952;Muffin, au chocolat, préemballé;;produits sucrés;gâteaux et pâtisseries;-;444;17,4;5,58;52,5;30,2;2,42;23;5,34;10,7;4,55;1,26;0,93;46,5;-;43,6;1;-;325;-;-;-;-;-;-;-;-;-
24630;Madeleine, pur beurre, préemballée;;produits sucrés;gâteaux et pâtisseries;-;453;14,5;5,88;52,4;27,3;1,27;24,1;15,3;6,55;1,25;0,15;0,92;20;0,67;11;0,48;140;81;< 0,5;151;< 0,25;0,47;66,5;0,042;0,067;0,035;-
24631;Madeleine au chocolat (nappage, pépites ou fourrage…), préemballée;;produits sucrés;gâteaux et pâtisseries;-;447;14,5;5,45;53,7;28,5;2,05;22,7;5,25;11,7;4,35;1,19;0,83;36;2,1;24;0,58;170;160;-;17;< 0,25;0,34;37,1;0,046;0,079;0,011;-
24632;Madeleine ordinaire, préemballée;;produits sucrés;gâteaux et pâtisseries;-;441;13,6;5,55;55,3;28,4;1,4;21,6;2,8;13,2;5,52;1,58;0,83;19;0,59;9,8;0,39;150;83;< 0,5;< 5;0,33;0,3;66,4;0,054;0,053;0,03;-
24663;Tarte aux poires amandine;;produits sucrés;gâteaux et pâtisseries;-;310;39,2;4,9;37,7;21,2;2,3;14,9;7,2;5,38;1,38;0,06;0,14;37;0,57;27;0,44;84;140;0,82;65,6;< 0,25;0,13;109;0,046;0,09;0,032;-
24664;Gâteau aux amandes type financier, préemballé;;produits sucrés;gâteaux et pâtisseries;-;447;15,4;8,26;44,3;34,6;2,3;25,7;12,2;9,71;2,63;0,11;0,32;54;0,01;51;0,51;140;180;< 0,5;57,5;< 0,25;0,043;27,3;0,03;0,11;0,015;-
24666;Mille-feuille;;produits sucrés;gâteaux et pâtisseries;-;292;40,1;3,88;43,7;21,1;0,24;11,3;5,27;2,92;0,74;0,1;0,42;67,4;< 1;14,4;< 1;71;111;-;< 50;< 0,2;0,42;14,2;< 0,05;0,48;0,05;-
24674;Gâteau moelleux sans gluten (cake, madeleine…), préemballé;;produits sucrés;gâteaux et pâtisseries;-;443;-;4,74;50,7;24,3;1,62;24,2;7,6;-;-;-;0,74;-;-;75,2;-;-;-;-;-;-;-;10,3;-;-;-;-
24675;Gâteau moelleux sans gluten (cake, brownie…), au chocolat, préemballé;;produits sucrés;gâteaux et pâtisseries;-;434;-;5,38;49,6;28,9;2,18;24,4;7,78;-;-;-;0,53;-;-;-;-;-;-;-;-;-;-;12,5;-;-;-;-
39500;Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);;glaces et sorbets;-;-;249;50,8;2,73;32;25,3;1,06;11,9;8,45;2,68;0,62;0,05;0,14;83,8;1,36;14,5;0,47;78,7;141;1,09;92;0,054;0,21;4,5;0,038;0,18;0,05;1,15
